smiles,RF_homo,XGB_homo,RF_lumo,XGB_lumo,RF_gap,XGB_gap,score,rank
CP(=O)(O)O.c1ccoc1,-7.4546666666666415,-7.183659,0.6269566666666664,0.65527064,8.070032333333332,8.107741,1.2321399717545223,112
CCOP(=O)(OCC)OCP,-7.72384666666668,-7.454793,0.32977666666666644,0.540143,8.140888000000029,8.743776,1.230624869775394,113
O=S1(=O)CCCC1.OBO,-7.851518666666642,-7.1355715,0.25308499999999995,0.576845,8.121801333333334,8.644517,1.2296896322121342,114
BC1CCC(=O)O1,-7.611065000000008,-7.1136565,0.2041266666666673,0.40233454,7.9270216666666435,8.806045,1.2288742020796088,115
CP(=O)(O)O.N#CC1CO1,-7.3998663333333115,-7.656475,0.6044533333333311,0.82405436,8.016388000000003,8.343381,1.22777872959557,116
COC(=O)CC(C)=O.CP(=O)(O)O,-7.49251733333332,-6.9062815,0.4627496666666651,0.15145555,7.967201333333329,8.5059595,1.2269431308473275,117
COCC(OC)P(=O)(O)O,-7.454002666666647,-7.711512,0.5321373809523802,0.76844037,7.889080000000004,8.642906,1.226656686488183,118
B1OCCO1.O=[PH](O)O,-7.614237999999971,-7.06862,0.34997666666666594,-0.14363955,8.357494000000006,8.615452,1.2231109993680533,119
COCCOC.O[PH](O)=S,-7.628865999999979,-6.8673415,0.452054999999999,0.3367051,7.785304666666655,8.609381,1.2228199632745111,120
COCCB(OC)OC,-7.913537666666653,-7.467463,0.2926440000000004,0.43917984,8.164441333333292,8.936383,1.222788389320813,121
COC(=O)OC.CP(=O)(O)O,-7.609132666666646,-7.2544003,0.4294843333333319,0.399696,8.035511666666668,8.598653,1.2216800121415492,122
CCOC.O=[PH](O)O,-7.557974999999971,-7.557434,0.5544833333333322,0.17739764,8.139434999999999,8.756061,1.2215699035353702,123
COCCOC.C[P+](C)C,-7.666609333333323,-6.961124,0.22937833333333374,0.22924718,7.911619666666648,8.82238,1.2214337824087442,124
CCC#N.O=[PH](O)O,-7.5218149999999815,-7.9710364,0.6617399999999991,0.5405864,8.131629666666669,8.692124,1.2211720533522956,125
BC.C1CCOCC1,-7.682127333333318,-7.4225883,0.23792066666666725,0.4785948,8.150884999999974,8.741021,1.2201512004694912,126
O[PH](O)=S.c1ccoc1,-7.834242999999986,-7.5512056,0.6240149999999989,0.45757657,8.25475533333333,8.573538,1.2200800726479222,127
O=P1(B(O)O)OCCCCO1,-7.7217296666666595,-7.617404,0.136478333333333,0.62949663,8.365636333333338,8.651437,1.2174408253021896,128
CCOC(=O)OCCP(=O)(O)O,-7.654930999999989,-7.7144556,0.5008007142857137,0.5786744,8.290086666666665,8.51233,1.2169966172422062,129
C1COCCOCCO1.C[PH](C)=O,-7.6660359999999965,-7.1703734,0.22151500000000032,0.4462651,8.071146333333331,8.6396675,1.21686836811053,130
CC(=O)CC(=O)OCP(=O)(Cl)Cl,-7.525563999999989,-7.065849,0.3044859999999996,0.7811004,8.072681333333316,8.139445,1.2165513623877189,131
O=S1(=O)CCCC1.O=[PH](F)F,-7.727777499999981,-6.8418446,0.2523206666666669,0.51740664,8.113898333333335,8.314751,1.215745588502188,132
C[PH](C)=O.N#CCOCCOCC#N,-7.6770193333333205,-7.231297,0.33392699999999975,0.43242794,8.068876333333334,8.613785,1.2152380136658376,133
N#CC1CO1.O=[PH](O)O,-7.493964666666653,-7.6465206,0.5499833333333324,0.7987105,8.060693,8.357701,1.214910146876719,134
COCCOC.CP(C)C,-7.675429333333325,-6.961124,0.1974183333333337,0.22924718,7.904279666666648,8.82238,1.2138487824087436,135
C1CCCC1.CP(=O)(O)O,-7.2671409999999685,-7.0717683,0.6941953333333307,0.743047,7.752569999999997,7.9905734,1.2133786385139504,136
COCCOC.O=[PH](O)O,-7.543426666666643,-6.8231936,0.38264833333333265,0.34455913,7.742439666666654,8.552447,1.2130654845809317,137
CCOP(=O)(OCC)OCC.O=[PH](Cl)Cl,-7.595738333333325,-7.3062634,0.4092879999999986,0.34448892,7.966331666666675,8.705754,1.2121834601474157,138
CCOP(=O)(OCC)OCC.O=[PH](O)O,-7.6600993333333305,-7.7252917,0.6338099999999987,0.3675055,8.155560000000017,8.689963,1.2114933324228319,139
B(N(C)C)(N(C)C)N(C)C,-8.20684333333332,-7.6963196,0.18221233333333342,0.40390167,8.468221666666642,9.075584,1.2112038786062538,140
CCCOC(C)=O.CP(=O)(O)O,-7.462029999999989,-7.504549,0.5082899999999985,0.42639884,8.078019999999993,8.493536,1.2095276716523178,141
COP(=O)(OC)OCP(=O)(O)O,-7.652412666666651,-7.6126165,0.5013683333333315,0.313214,8.238337666666665,8.6449585,1.2090922023078305,142
CBOP(=O)(OCC)OCC,-7.567098666666662,-7.3249907,0.17876666666666716,0.71117544,8.083980000000011,8.462881,1.2090501215087923,143
CC(C)OC(=O)OCCP(=O)(O)O,-7.67270333333333,-7.7966743,0.48090833333333266,0.61996484,8.28182333333332,8.53545,1.208179000975289,144
CN(C)[PH](=N)N(C)C.COS(=O)(=O)OC,-7.714375999999979,-7.1986146,0.3266366666666659,0.20301881,8.281478333333336,8.542672,1.2073298306749063,145
C[PH](C)=O.N#CCCCC#N,-7.685814999999985,-7.2441173,0.4188966666666661,0.43607464,7.911272333333328,8.673592,1.2057286470727622,146
COC(C)P(=O)(O)O,-7.540796666666629,-8.157231,0.6467466666666659,0.62862223,8.119023333333345,8.724879,1.2053816550823924,147
O=S1(=O)CCCC1.O=[PH](Cl)Cl,-7.702594999999981,-6.8433547,0.21061466666666676,0.43394318,8.117316333333333,8.323194,1.2028931987237645,148
CCOP(=O)(OCC)OCC.O=P(O)(O)OP(=O)(O)O,-7.68477866666666,-7.4200625,0.5270733333333312,0.3903694,7.966812619047622,8.686583,1.2025692633989307,149
CCOC(=O)OCC.O=[PH](Cl)Cl,-7.765894999999973,-7.1118712,0.2450106666666671,0.3748988,8.01961633333333,8.685848,1.2024143962019647,150
B1OCCCCCO1.BC,-7.775999333333325,-7.4061646,0.08299400000000014,0.49709606,7.973788333333301,8.975701,1.199586845418799,151
CCOP(=O)(OCC)OC(C)B(O)O,-7.742123333333336,-7.6211634,0.22415833333333401,0.39092353,8.289577666666657,8.768837,1.1994522025986023,152
CCOC(=O)OCC.C[PH](C)=O,-7.868417666666645,-7.2861137,0.3026533333333336,0.47167853,8.091743000000003,8.688385,1.1989956698824922,153
C1CCNCC1.O[PH](O)=S,-7.660236333333314,-7.2966123,0.5674799999999985,0.6058884,8.035043333333329,8.294777,1.1984420245041547,154
N#CCCC(C#N)P(=O)(Cl)Cl,-7.6113999999999935,-7.2064605,0.37531266666666646,1.0155538,8.028091333333316,8.033024,1.198173936932243,155
BBr.O=C1OCC(F)(F)O1,-7.743159333333321,-7.615846,0.4315150000000008,0.7584638,8.237366666666647,8.378159,1.197751043632442,156
CCOP(=O)(OCC)OCC.O[PH](O)=S,-7.6270926666666625,-7.585916,0.6010399999999987,0.37811872,7.973873333333336,8.689886,1.1976743874900513,157
F[B-](F)F.O=C1CCCN1,-7.715668999999993,-7.2001624,0.26709166666666695,0.28786305,8.107031333333325,8.651314,1.1975375182935393,158
C1CCCCCC1.CP(=O)(O)O,-7.302294333333307,-7.0717998,0.6603819999999974,0.7849455,7.720726666666658,7.96031,1.1968923397252418,159
CCC#N.O[PH](O)=S,-7.6649166666666515,-8.050393,0.6536249999999991,0.52335143,8.212265999999998,8.673817,1.196466535132601,160
O=[PH](O)O.c1ccsc1,-7.56621733333332,-7.0512257,0.7296233333333318,0.4780435,8.186705666666676,7.845971,1.1950689299865123,161
CCOC(=O)OC(C)B(O)O,-7.841670666666657,-7.7581472,0.4102549999999996,0.6354319,8.293892999999985,8.595492,1.1947574195003492,162
CCOC(=O)OC.CP(C)C,-7.805267666666648,-7.0815325,0.23931833333333408,0.35866463,7.978371333333327,8.709135,1.1941787008017246,163
CCOC(=O)OC.C[P+](C)C,-7.802987666666647,-7.0815325,0.24482500000000082,0.36237577,7.968131333333325,8.709135,1.1938553709310233,164
CCOC.O[PH](O)=S,-7.815284999999984,-7.6117682,0.5215449999999991,0.25976527,8.229888333333337,8.714085,1.1919331449667636,165
B1OCCO1.O=[PH](F)F,-7.657101833333314,-7.025111,0.10550999999999991,-0.22998437,8.370059666666672,8.692293,1.19146745606426,166
COC(=O)CC(C)=O.O=[PH](O)O,-7.595434666666659,-6.9081917,0.36704133333333233,0.11989548,7.969804333333333,8.4998865,1.1914347391676836,167
CCOC(=O)CP(=O)(OCC)OCC,-7.6298049999999975,-7.2890806,0.3215366666666665,0.68773085,8.19284833333333,8.193112,1.1907494256836575,168
CC(C)OC(=O)OC(C)B(O)O,-7.82275433333332,-7.766586,0.2970710000000004,0.52440464,8.299214666666655,8.729852,1.1906336005906426,169
