name,smiles,homo,lumo,gap,type,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
TMP,COP(=O)(OC)OC,-7.55,1.23,8.78,P,11.346527777777778,11.346527777777778,0.3306327160493827,-3.219328703703704,0.5904722914889335,11.909090909090908,182.15599999999998,167.03599999999997,182.07079559,68,0,0.4742480477050508,-0.2871683552461137,0.4742480477050508,0.2871683552461137,0.9090909090909091,1.1818181818181819,1.3636363636363635,31.204924440637367,10.904979163005013,2.2316975035698414,-2.1404633565541014,2.483005603841298,-1.987872474766331,7.48014000166394,0.12608232029319896,1.8813889835941084,3.908471949775869,112.769535289866,8.742640687119287,7.201527100915053,8.09595429191497,5.181980515339465,3.717642490684303,5.178235977364746,1.7005373339051382,3.369561194146539,0.8616399836459987,2.584919950937996,0.5861450479002465,1.7584351437007397,0.10999999999999999,203.19001022816371,11.110000000000001,5.7213645832552,4.534240771185683,67.4542079628083,0.0,0.0,0.0,0.0,0.0,7.822697123132171,13.571241485135452,4.565048284931329,0.0,0.0,0.0,20.771211599071872,0.0,19.820645893538753,18.13628977006678,7.822697123132171,0.0,0.0,0.0,20.771211599071872,19.820645893538753,0.0,0.0,0.0,0.0,0.0,0.0,7.822697123132171,19.820645893538753,18.13628977006678,0.0,20.771211599071872,0.0,0.0,0.0,0.0,44.760000000000005,7.822697123132171,4.565048284931329,0.0,0.0,19.820645893538753,0.0,0.0,20.771211599071872,0.0,0.0,13.571241485135452,25.810694444444447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.214189814814816,-3.219328703703704,1.0,11,0,4,0,0,0,0,0,0,0,0,0,4,0,5,0,6,0,0,0,0,0,5.778578229087753,0,2.2039999999999997,42.48450000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEP,CCOP(=O)(OCC)OCC,-7.23,1.45,8.68,P,11.732771400226758,11.732771400226758,2.4027856512975556,-5.668703703703703,0.5427053137709975,14.65,344.066,338.018,343.98599928199997,122,0,0.4752387265948788,-0.2772957237062787,0.4752387265948788,0.2772957237062787,0.6,0.8,0.95,31.20492610558334,10.729013875520758,2.418522515367126,-2.1967022112145114,2.51680167164061,-2.22705108646937,7.480314350199346,-0.18047182484823301,2.184293420779908,4.7120440351468,293.51384754868366,16.242640687119287,9.103207357998096,9.997634548998011,8.621320343559644,4.3578224474460034,5.818415934126446,3.1130573634759733,4.782081223717371,1.158981069366611,2.4949627020378666,0.5685517398010379,1.705655219403114,-0.52,5838.616313744695,19.48,6.497254298385954,11.31868408203125,104.94402658914443,0.0,0.0,19.820645893538753,0.0,0.0,26.351592675462594,13.571241485135452,4.565048284931329,39.513735429073385,0.0,0.0,0.0,0.0,0.0,57.65002519914017,7.822697123132171,0.0,0.0,0.0,18.528895552330425,19.820645893538753,0.0,0.0,0.0,0.0,39.513735429073385,0.0,7.822697123132171,38.34954144586918,18.13628977006678,0.0,0.0,0.0,0.0,0.0,0.0,44.760000000000005,46.17223856900135,44.078783714004715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.571241485135452,0.0,126.89438704648524,0.0,0.0,0.0,0.0,0.0,0.0,-15.461770833333333,-7.208356953892668,-5.668703703703703,1.0,20,0,4,0,0,0,0,0,0,0,0,0,4,0,14,0,6,0,0,0,0,0,6.328325686627919,0,3.831200000000001,43.627500000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TFEP,FC(F)(F)COP(=O)(OCC(F)(F)F)OCC(F)(F)F,-8.67,-0.61,8.06,P,13.054733560090705,13.054733560090705,0.40527368354749327,-3.885046296296297,0.5742135685165858,10.782608695652174,326.288,311.16800000000006,326.07079559000005,116,0,0.6465784287099288,-0.38593055933670495,0.6465784287099288,0.38593055933670495,0.4782608695652174,0.7391304347826086,1.0,31.204927101238265,10.345280784600156,2.325046634028452,-2.188581742892999,2.490362236422649,-2.0697093307518677,7.493709006489081,0.2982360416195797,2.5696050187357953,1.868683541996186,667.7177523421716,15.959972868926739,12.240460795199802,13.134887986199717,11.23489478595459,7.074719986604895,8.535313473285335,4.660232463007966,6.102382211513049,2.8812534581515887,4.184529383435202,1.8872599033520168,3.1388083431386034,-2.709999999999999,233690.15882390816,15.195897846024538,7.033331573811471,4.378731120309202,134.43583789462076,13.571241485135452,17.248535499851716,0.0,0.0,0.0,7.822697123132171,0.0,0.0,4.565048284931329,0.0,54.59730361615449,36.39820241076966,0.0,0.0,18.13628977006678,7.822697123132171,0.0,0.0,0.0,0.0,0.0,90.99550602692418,0.0,17.248535499851716,13.571241485135452,0.0,17.248535499851716,7.822697123132171,0.0,4.565048284931329,0.0,0.0,90.99550602692418,0.0,0.0,0.0,44.760000000000005,7.822697123132171,4.565048284931329,0.0,0.0,17.248535499851716,0.0,0.0,72.79640482153933,18.19910120538483,0.0,13.571241485135452,29.61757369614513,0.0,0.0,0.0,0.0,1.21582105064248,26.357207105064244,0.0,0.0,-3.885046296296297,0.0,23,0,4,0,0,0,0,3,0,3,0,0,4,0,5,0,6,0,0,0,0,0,4.64686035273296,3,5.331500000000003,88.81650000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPP,O=P(Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3,-7.12,-0.45,6.67,P,10.506944444444445,10.506944444444445,1.351466049382716,-2.6543209876543212,0.5168665462879803,11.857142857142858,124.07599999999998,115.00399999999998,124.028930778,44,0,0.3265965514300988,-0.3121319261503172,0.3265965514300988,0.3121319261503172,1.2857142857142858,1.5714285714285714,1.5714285714285714,31.19120438404145,11.76740639628004,2.083677549014877,-2.0379400310775466,2.4039679705532473,-1.8179180722752797,7.52425413596193,0.28192981068245787,1.6774212838293645,3.605378627989909,82.18080946738405,5.914213562373096,4.671958466891548,5.5663856578914634,3.121320343559643,1.8114327339328502,3.8013050399430983,1.136477726925256,3.409433180775768,0.6632907686700827,1.9898723060102483,0.074535599249993,0.22360679774997902,0.15,26.838740541269832,7.1499999999999995,2.455694606496293,2.800406504065041,43.159166131984385,9.047494323423635,0.0,0.0,0.0,0.0,7.595762326787885,4.565048284931329,0.0,0.0,0.0,0.0,0.0,20.884420686787603,0.0,13.612542608354964,7.595762326787885,0.0,0.0,0.0,0.0,20.884420686787603,0.0,0.0,0.0,0.0,0.0,0.0,7.595762326787885,20.884420686787603,13.612542608354964,0.0,0.0,0.0,0.0,0.0,0.0,35.53,7.595762326787885,4.565048284931329,0.0,0.0,0.0,0.0,20.884420686787603,0.0,0.0,9.047494323423635,0.0,19.34722222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4097222222222223,0.048611111111110716,1.0,7,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,2,0,0,0,0,0,2.5083166337783562,0,1.1020999999999999,27.548499999999986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMMP,COP(=O)(C)OC,-7.48,1.12,8.6,P,8.881944444444445,8.881944444444445,4.638888888888889,-4.638888888888889,0.34189065943069985,11.8,97.99399999999999,94.97,97.97689520600001,32,0,0.46647404666265296,-0.30276308220727643,0.46647404666265296,0.30276308220727643,1.2,1.2,1.2,31.204228293369876,15.771696919319565,1.9973509016891706,-1.820251816496783,2.2534362804956802,-1.655258217841864,7.447133331142706,0.27514097945884425,0.7219280948873623,3.4720664956001186,49.78353986569366,4.5,2.1971026724636946,3.091529863463611,2.0,0.7825741858350553,2.347722557505166,0.5132771315782926,1.5398313947348776,0.0,0.0,0.0,0.0,0.10999999999999996,3.6096404744368114,5.109999999999999,1.0648297577687837,1512.2422314049604,28.30662084449607,14.680234808257424,0.0,0.0,0.0,0.0,7.822697123132171,0.0,4.565048284931329,0.0,0.0,0.0,0.0,0.0,0.0,19.245283093188757,7.822697123132171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.822697123132171,14.680234808257424,4.565048284931329,0.0,0.0,0.0,0.0,0.0,0.0,77.76,7.822697123132171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.245283093188757,8.881944444444445,0.0,21.5625,0.0,0.0,0.0,0.0,0.0,0.0,-4.638888888888889,0.0,5,3,4,0,0,0,0,0,0,0,0,0,1,3,5,0,0,0,0,0,0,0,1.088256012439697,0,-0.9286000000000001,14.262899999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCEP,FC(F)(F)C(P(=O)(OCC(F)(F)F)OCC(F)(F)F,-8.45,-0.38,8.07,P,10.525,10.525,0.18827160493827155,-3.692515432098766,0.6170245309305014,11.88888888888889,154.102,143.01399999999998,154.039495462,56,0,0.471656926500163,-0.3024956234644989,0.471656926500163,0.3024956234644989,1.3333333333333333,1.6666666666666667,1.8888888888888888,31.204692379666216,10.906040311979066,2.1698927677376005,-2.0697943461677695,2.4185686787871945,-1.9254775793046897,7.469232112486526,0.16123320038310895,1.6423714487439025,3.5768662254071426,103.13526283059372,7.328427124746191,5.5333856247646,6.427812815764517,4.121320343559642,2.739286389067887,4.234731504078219,1.3041049309650836,2.757614254516,0.5844874542629783,1.753462362788935,0.36355636414081366,1.090669092422441,0.10999999999999999,64.0524865010122,9.11,4.011046940626403,4.603218249075215,54.405012256704225,4.893411602752475,0.0,0.0,0.0,0.0,7.822697123132171,9.047494323423635,4.565048284931329,0.0,0.0,0.0,13.847474399381248,0.0,13.213763929025836,18.50595421110744,7.822697123132171,0.0,0.0,0.0,13.847474399381248,13.213763929025836,0.0,0.0,0.0,0.0,0.0,0.0,7.822697123132171,18.10717553177831,13.612542608354964,0.0,13.847474399381248,0.0,0.0,0.0,0.0,55.760000000000005,7.822697123132171,4.565048284931329,0.0,13.213763929025836,0.0,0.0,0.0,13.847474399381248,0.0,9.047494323423635,4.893411602752475,19.242222222222225,0.0,8.625555555555556,0.0,0.0,0.0,0.0,0.0,3.6302932098765437,-3.692515432098766,1.0,9,1,4,0,0,0,0,0,0,0,0,0,3,1,5,0,4,0,0,0,0,0,4.060070847678503,0,1.1598,33.07729999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PhosA,O=P(O)(O)O,-9.12,1.65,10.77,P,12.170983560090702,12.170983560090702,0.4365354938271606,-3.3084490740740744,0.38390428568051604,11.941176470588236,266.3179999999999,239.10199999999995,266.164695974,104,0,0.4742777516396874,-0.28687676100582693,0.4742777516396874,0.28687676100582693,0.7058823529411765,1.0,1.2352941176470589,31.204925064775328,10.365628530453371,2.2521962968261464,-2.1723799907336807,2.4934139642059594,-2.0342371543858233,7.4801979409585835,0.10968018021794838,2.3020701952302,3.998982972846674,175.3980969974987,12.985281374238573,11.44416778803434,12.338594979034255,8.181980515339465,6.7176424906843035,8.178235977364746,4.007544537596314,5.676568397837715,2.24187580144988,3.7382816570055604,1.073875464702548,2.3556009903232065,0.10999999999999999,4567.307267336717,17.11,11.214697625194338,9.779410294351258,105.64386064918796,0.0,0.0,0.0,0.0,0.0,7.822697123132171,13.571241485135452,4.565048284931329,0.0,0.0,40.0336764678499,19.26246486877803,0.0,19.820645893538753,18.13628977006678,7.822697123132171,0.0,0.0,0.0,59.296141336627926,19.820645893538753,0.0,0.0,0.0,0.0,0.0,0.0,7.822697123132171,19.820645893538753,18.13628977006678,0.0,59.296141336627926,0.0,0.0,0.0,0.0,44.760000000000005,7.822697123132171,4.565048284931329,0.0,0.0,19.820645893538753,38.524929737556064,0.0,0.0,0.0,20.771211599071872,13.571241485135452,27.993823696145125,0.0,0.0,0.0,0.0,0.0,0.0,5.631504629629629,7.488676303854875,-3.3084490740740744,1.0,17,0,4,0,0,0,0,0,0,0,0,0,4,0,5,0,12,0,0,0,0,0,11.287263315710302,0,4.544600000000004,70.18650000000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
DiEtPhos,CCOP(=O)(OCC)O,-7.89,0.89,8.78,P,11.626805555555556,11.626805555555556,0.9664351851851856,-3.405671296296296,0.4466596277686572,24.5,124.042,122.026,123.99720036400001,46,0,0.512945566779287,-0.42344332503882515,0.512945566779287,0.42344332503882515,1.625,2.25,2.375,19.292780300012836,10.695077995643343,2.425193189987964,-1.98287335257373,2.215517271021164,-2.166272301388867,5.614454339286253,-0.1698701814639303,1.8246987351738497,2.557782802520049,121.69694286392863,6.198670612749268,3.6877805985965915,3.6877805985965915,3.6009536313038994,1.8366895791250402,1.8366895791250402,1.2780679378112727,1.2780679378112727,0.5907082160264188,0.5907082160264188,0.32378802923994565,0.32378802923994565,-0.8700000000000001,58.39035952556319,5.270252454417952,1.302281514955573,0.8527045447679671,43.18298746800353,9.473725907600098,0.0,6.606881964512918,0.0,0.0,12.263955139220243,0.0,4.794537184071822,8.78083009534964,0.0,0.0,0.0,0.0,0.0,23.04909318702156,6.155365629538759,0.0,0.0,0.0,6.108589509681485,6.606881964512918,0.0,0.0,0.0,0.0,13.575367279421462,0.0,0.0,18.87083710373316,9.473725907600098,0.0,0.0,0.0,0.0,0.0,0.0,35.53,18.87083710373316,13.575367279421462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.473725907600098,0.0,30.364722222222223,0.0,9.73423611111111,0.0,0.0,0.0,0.0,-4.715856481481481,-0.9664351851851856,0.0,0.6666666666666666,8,0,3,0,1,1,0,0,0,0,0,0,3,0,5,1,0,0,1,1,0,0,0.8579190438172173,1,0.746,17.38,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TriBuPhos,CCCCOP(=O)(OCCCC)OCCCC,-6.89,1.52,8.41,P,9.73611111111111,9.73611111111111,0.6574074074074072,-0.6574074074074072,0.4536206778123969,8.666666666666666,86.04599999999999,84.02999999999999,86.00039392400001,32,0,0.5179537991458639,-0.39939192026488035,0.5179537991458639,0.39939192026488035,1.3333333333333333,1.8333333333333333,2.0,16.54870809056811,11.059831096891047,1.7664613650768686,-1.4923112532525604,1.6959961158666852,-1.8295676804192034,4.492587189475614,0.38549716850111904,1.8638263900908159,3.4062460774815033,143.8011683847082,4.405777393935816,2.879445409770841,2.879445409770841,2.893846850117352,1.41711028982016,1.41711028982016,0.7578677873714248,0.7578677873714248,0.38408840877338535,0.38408840877338535,0.19444444444444456,0.19444444444444456,-0.99,33.548875021634686,3.209600798403194,1.0058388819521538,0.33667406790125154,33.19207130762661,8.834301874106695,12.526325991278114,0.0,0.0,0.0,5.822382246255434,0.0,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,8.834301874106695,0.0,0.0,0.0,0.0,0.0,0.0,23.14324542160537,0.0,0.0,5.822382246255434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.15516504945663,0.0,0.0,0.0,43.35,5.822382246255434,4.794537184071822,0.0,0.0,0.0,0.0,12.526325991278114,0.0,0.0,8.834301874106695,0.0,8.222222222222221,0.0,9.73611111111111,0.0,0.0,-0.6574074074074072,0.0,2.3657407407407405,0.0,0.0,0.0,6,0,3,0,0,0,0,0,1,1,0,0,3,0,3,1,0,0,0,0,0,0,0.5380568797631015,1,0.23279999999999998,17.243999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEC,O=C1OCC(F)(F)O1,-7.89,-0.28,7.61,Ref,9.79861111111111,9.79861111111111,0.4155092592592591,-0.5462962962962961,0.395310501894485,19.666666666666668,88.062,84.02999999999999,88.016043988,34,0,0.5080088228937092,-0.43065700761960857,0.5080088228937092,0.43065700761960857,1.3333333333333333,1.8333333333333333,2.0,16.758034197599734,10.818323674812094,2.088310315331131,-1.7843501136507725,1.9157826221287104,-1.8795008527076664,5.60617075504958,0.13122884226849413,1.8638263900908159,2.3673518510178746,60.43856189774725,4.405777393935816,3.1389584337646843,3.1389584337646843,2.893846850117352,1.6897227048854202,1.6897227048854202,0.9469234250586759,0.9469234250586759,0.5231597389607807,0.5231597389607807,0.29166666666666674,0.29166666666666674,-0.73,33.548875021634686,3.4597533206831117,1.1614173210320275,0.42861205863724106,34.85191666215107,9.473725907600098,13.213763929025836,0.0,0.0,0.0,6.155365629538759,0.0,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,14.268263091671919,6.155365629538759,0.0,0.0,0.0,0.0,13.213763929025836,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,19.369129558564595,9.473725907600098,0.0,0.0,0.0,0.0,0.0,0.0,35.53,6.155365629538759,4.794537184071822,0.0,0.0,13.213763929025836,0.0,0.0,0.0,0.0,9.473725907600098,0.0,8.583333333333334,0.0,9.79861111111111,0.0,0.0,0.0,0.0,-0.5462962962962961,0.8310185185185184,0.0,0.6666666666666666,6,0,3,0,1,1,0,0,0,0,0,0,3,0,3,1,0,0,1,1,0,0,0.6697029055232401,1,0.1532,17.299999999999997,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VC,O=C1OC=CO1,-6.72,-0.89,5.83,Ref,9.73611111111111,9.73611111111111,0.6574074074074077,-0.6574074074074077,0.40368692642150095,7.0,90.078,84.03,90.031694052,36,0,0.5071977938803105,-0.4376213233778794,0.5071977938803105,0.4376213233778794,1.3333333333333333,1.6666666666666667,1.6666666666666667,16.71404282514737,11.299247075569985,1.8836358650609495,-1.8925549360509393,1.7165600139270971,-1.9728889479900649,5.586087118375043,0.0924074904084094,1.6500224216483543,2.9881608821342693,44.0,4.99156383156272,3.7247448713915894,3.7247448713915894,2.808060412490447,1.4288690166235207,1.4288690166235207,0.6582482904638631,0.6582482904638631,0.3333333333333334,0.3333333333333334,0.08333333333333336,0.08333333333333336,-0.73,19.800269059780252,5.27,2.504192037470726,1.575810397553516,35.8577478156803,9.473725907600098,0.0,0.0,0.0,0.0,6.155365629538759,0.0,4.794537184071822,0.0,0.0,0.0,0.0,0.0,14.219595082555067,14.268263091671919,6.155365629538759,0.0,0.0,0.0,0.0,14.219595082555067,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,20.374960712093824,9.473725907600098,0.0,0.0,0.0,0.0,0.0,0.0,35.53,6.155365629538759,4.794537184071822,0.0,0.0,0.0,0.0,14.219595082555067,0.0,0.0,9.473725907600098,0.0,8.07638888888889,0.0,9.73611111111111,0.0,0.0,0.0,0.0,-0.6574074074074077,0.0,2.511574074074074,0.6666666666666666,6,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,2.199515339578454,0,0.3992,19.413999999999994,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC,O=C1OCCO1,-8.15,-0.15,8.0,Ref,10.198611111111111,10.198611111111111,0.37384259259259256,-0.587962962962963,0.5105361098562152,8.25,118.13199999999999,108.05199999999998,118.06299418,48,0,0.5077358221025684,-0.43458785003783723,0.5077358221025684,0.43458785003783723,1.25,1.625,1.875,16.72206668054827,10.847260475546785,1.9558092328295853,-1.9801168852194393,1.8133374016852077,-2.0521600823401838,5.590973707319101,0.06302697851422577,1.6750754835015291,3.0551722039096187,62.07403392114697,6.405777393935816,5.138958433764684,5.138958433764684,3.808060412490447,2.6039362672585153,2.6039362672585153,1.1160254037844388,1.1160254037844388,0.5243773949903288,0.5243773949903288,0.2773689270621826,0.2773689270621826,-0.73,50.25226450504587,7.27,4.429489633173843,3.4597533206831117,48.5876320444735,9.473725907600098,0.0,0.0,0.0,0.0,6.155365629538759,0.0,4.794537184071822,0.0,0.0,0.0,13.847474399381248,0.0,13.213763929025836,14.268263091671919,6.155365629538759,0.0,0.0,0.0,13.847474399381248,13.213763929025836,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,19.369129558564595,9.473725907600098,0.0,13.847474399381248,0.0,0.0,0.0,0.0,35.53,6.155365629538759,4.794537184071822,0.0,0.0,13.213763929025836,0.0,0.0,13.847474399381248,0.0,9.473725907600098,0.0,8.842222222222222,0.0,10.198611111111111,0.0,0.0,0.0,0.0,-0.587962962962963,4.213796296296296,0.0,0.8,8,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,0,0,0,0,4.02529870414673,0,1.1794,28.647999999999985,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
